,valid,date,time,hour,altimeter,sea_level_pressure
5089,2023-12-10 17:58:00,2023-12-10,17:58:00,17,29.88,1011.6
5090,2023-12-10 18:02:00,2023-12-10,18:02:00,18,29.88,1011.6
5091,2023-12-10 18:43:00,2023-12-10,18:43:00,18,29.86,1011.6
5092,2023-12-10 18:51:00,2023-12-10,18:51:00,18,29.86,1010.3
5093,2023-12-10 19:13:00,2023-12-10,19:13:00,19,29.84,1008.2
5094,2023-12-10 19:36:00,2023-12-10,19:36:00,19,29.83,1008.2
5095,2023-12-10 19:40:00,2023-12-10,19:40:00,19,29.84,1008.2
5096,2023-12-10 19:51:00,2023-12-10,19:51:00,19,29.84,1009.5
5097,2023-12-10 20:30:00,2023-12-10,20:30:00,20,29.82,1008.2
5098,2023-12-10 20:47:00,2023-12-10,20:47:00,20,29.82,1008.2
5099,2023-12-10 20:51:00,2023-12-10,20:51:00,20,29.82,1008.7
5100,2023-12-10 20:59:00,2023-12-10,20:59:00,20,29.8,1008.2
5101,2023-12-10 21:51:00,2023-12-10,21:51:00,21,29.8,1008.2
5102,2023-12-10 22:51:00,2023-12-10,22:51:00,22,29.76,1007.0
5103,2023-12-10 23:51:00,2023-12-10,23:51:00,23,29.73,1005.9
5104,2023-12-11 00:29:00,2023-12-11,00:29:00,0,29.7,1004.8
5105,2023-12-11 00:48:00,2023-12-11,00:48:00,0,29.69,1004.8
5106,2023-12-11 00:51:00,2023-12-11,00:51:00,0,29.68,1004.2
5107,2023-12-11 01:27:00,2023-12-11,01:27:00,1,29.66,1004.8
5108,2023-12-11 01:39:00,2023-12-11,01:39:00,1,29.65,1001.4
5109,2023-12-11 01:51:00,2023-12-11,01:51:00,1,29.65,1003.2
5110,2023-12-11 02:08:00,2023-12-11,02:08:00,2,29.65,1001.4
5111,2023-12-11 02:48:00,2023-12-11,02:48:00,2,29.64,1001.4
5112,2023-12-11 02:51:00,2023-12-11,02:51:00,2,29.65,1003.0
5113,2023-12-11 03:14:00,2023-12-11,03:14:00,3,29.63,1001.4
5114,2023-12-11 03:31:00,2023-12-11,03:31:00,3,29.63,1001.4
5115,2023-12-11 03:42:00,2023-12-11,03:42:00,3,29.63,1001.4
5116,2023-12-11 03:51:00,2023-12-11,03:51:00,3,29.63,1002.6
5117,2023-12-11 04:21:00,2023-12-11,04:21:00,4,29.63,1001.4
5118,2023-12-11 04:31:00,2023-12-11,04:31:00,4,29.65,1001.4
5119,2023-12-11 04:51:00,2023-12-11,04:51:00,4,29.61,1001.8
5120,2023-12-11 04:55:00,2023-12-11,04:55:00,4,29.61,1001.4
5121,2023-12-11 05:17:00,2023-12-11,05:17:00,5,29.64,1001.4
5122,2023-12-11 05:24:00,2023-12-11,05:24:00,5,29.64,1001.4
5123,2023-12-11 05:35:00,2023-12-11,05:35:00,5,29.65,1001.4
5124,2023-12-11 05:44:00,2023-12-11,05:44:00,5,29.65,1001.4
5125,2023-12-11 05:51:00,2023-12-11,05:51:00,5,29.64,1002.8
5126,2023-12-11 06:13:00,2023-12-11,06:13:00,6,29.65,1001.4
5127,2023-12-11 06:22:00,2023-12-11,06:22:00,6,29.65,1001.4
5128,2023-12-11 06:26:00,2023-12-11,06:26:00,6,29.66,1004.8
5129,2023-12-11 06:31:00,2023-12-11,06:31:00,6,29.68,1004.8
5130,2023-12-11 06:42:00,2023-12-11,06:42:00,6,29.66,1004.8
5131,2023-12-11 06:49:00,2023-12-11,06:49:00,6,29.65,1001.4
5132,2023-12-11 06:51:00,2023-12-11,06:51:00,6,29.65,1003.1
5133,2023-12-11 06:54:00,2023-12-11,06:54:00,6,29.65,1001.4
5134,2023-12-11 07:51:00,2023-12-11,07:51:00,7,29.66,1003.7
5135,2023-12-11 08:00:00,2023-12-11,08:00:00,8,29.65,1001.4
5136,2023-12-11 08:27:00,2023-12-11,08:27:00,8,29.63,1001.4
5137,2023-12-11 08:51:00,2023-12-11,08:51:00,8,29.64,1002.8
5138,2023-12-11 09:51:00,2023-12-11,09:51:00,9,29.64,1002.9
5139,2023-12-11 10:24:00,2023-12-11,10:24:00,10,29.63,1001.4
5140,2023-12-11 10:33:00,2023-12-11,10:33:00,10,29.63,1001.4
5141,2023-12-11 10:40:00,2023-12-11,10:40:00,10,29.63,1001.4
5142,2023-12-11 10:51:00,2023-12-11,10:51:00,10,29.64,1002.8
5143,2023-12-11 11:34:00,2023-12-11,11:34:00,11,29.71,1004.8
5144,2023-12-11 11:51:00,2023-12-11,11:51:00,11,29.71,1005.1
5145,2023-12-11 12:22:00,2023-12-11,12:22:00,12,29.72,1004.8
5146,2023-12-11 12:32:00,2023-12-11,12:32:00,12,29.7,1004.8
5147,2023-12-11 12:51:00,2023-12-11,12:51:00,12,29.7,1005.1
5148,2023-12-11 13:22:00,2023-12-11,13:22:00,13,29.73,1004.8
5149,2023-12-11 13:48:00,2023-12-11,13:48:00,13,29.75,1008.2
5150,2023-12-11 13:51:00,2023-12-11,13:51:00,13,29.75,1006.7
5151,2023-12-11 14:51:00,2023-12-11,14:51:00,14,29.78,1007.5
5152,2023-12-11 15:51:00,2023-12-11,15:51:00,15,29.78,1007.8
5153,2023-12-11 16:51:00,2023-12-11,16:51:00,16,29.82,1008.9
5154,2023-12-11 17:51:00,2023-12-11,17:51:00,17,29.86,1010.3
5155,2023-12-11 18:51:00,2023-12-11,18:51:00,18,29.86,1010.4
5156,2023-12-11 19:51:00,2023-12-11,19:51:00,19,29.9,1011.8
5157,2023-12-11 20:51:00,2023-12-11,20:51:00,20,29.96,1013.8
5158,2023-12-11 21:51:00,2023-12-11,21:51:00,21,30.01,1015.4
5159,2023-12-11 22:51:00,2023-12-11,22:51:00,22,30.05,1016.9
5160,2023-12-11 23:51:00,2023-12-11,23:51:00,23,30.09,1018.2
5161,2023-12-12 00:51:00,2023-12-12,00:51:00,0,30.12,1019.2
5162,2023-12-12 01:51:00,2023-12-12,01:51:00,1,30.16,1020.5
5163,2023-12-12 02:51:00,2023-12-12,02:51:00,2,30.19,1021.4
5164,2023-12-12 03:51:00,2023-12-12,03:51:00,3,30.21,1022.1
5165,2023-12-12 04:51:00,2023-12-12,04:51:00,4,30.23,1022.7
5166,2023-12-12 05:51:00,2023-12-12,05:51:00,5,30.24,1023.2
5167,2023-12-12 06:51:00,2023-12-12,06:51:00,6,30.27,1024.3
5168,2023-12-12 07:51:00,2023-12-12,07:51:00,7,30.3,1025.1
5169,2023-12-12 08:51:00,2023-12-12,08:51:00,8,30.31,1025.6
5170,2023-12-12 09:51:00,2023-12-12,09:51:00,9,30.33,1026.2
5171,2023-12-12 10:51:00,2023-12-12,10:51:00,10,30.35,1026.9
5172,2023-12-12 11:51:00,2023-12-12,11:51:00,11,30.37,1027.5
5173,2023-12-12 12:51:00,2023-12-12,12:51:00,12,30.4,1028.6
5174,2023-12-12 13:51:00,2023-12-12,13:51:00,13,30.42,1029.2
5175,2023-12-12 14:51:00,2023-12-12,14:51:00,14,30.44,1029.9
5176,2023-12-12 15:51:00,2023-12-12,15:51:00,15,30.43,1029.6
5177,2023-12-12 16:51:00,2023-12-12,16:51:00,16,30.4,1028.7
5178,2023-12-12 17:51:00,2023-12-12,17:51:00,17,30.39,1028.4
5179,2023-12-12 18:51:00,2023-12-12,18:51:00,18,30.38,1028.0
5180,2023-12-12 19:51:00,2023-12-12,19:51:00,19,30.38,1027.8
5181,2023-12-12 20:51:00,2023-12-12,20:51:00,20,30.38,1027.9
5182,2023-12-12 21:51:00,2023-12-12,21:51:00,21,30.37,1027.7
5183,2023-12-12 22:51:00,2023-12-12,22:51:00,22,30.39,1028.3
5184,2023-12-12 23:51:00,2023-12-12,23:51:00,23,30.41,1028.9
5185,2023-12-13 00:51:00,2023-12-13,00:51:00,0,30.41,1029.1
5186,2023-12-13 01:51:00,2023-12-13,01:51:00,1,30.41,1029.0
5187,2023-12-13 02:51:00,2023-12-13,02:51:00,2,30.43,1029.5
5188,2023-12-13 03:51:00,2023-12-13,03:51:00,3,30.42,1029.3
5189,2023-12-13 04:51:00,2023-12-13,04:51:00,4,30.42,1029.3
5190,2023-12-13 05:51:00,2023-12-13,05:51:00,5,30.41,1028.8
5191,2023-12-13 06:51:00,2023-12-13,06:51:00,6,30.41,1029.1
5192,2023-12-13 07:51:00,2023-12-13,07:51:00,7,30.42,1029.3
5193,2023-12-13 08:51:00,2023-12-13,08:51:00,8,30.41,1029.0
5194,2023-12-13 09:51:00,2023-12-13,09:51:00,9,30.41,1029.1
5195,2023-12-13 10:51:00,2023-12-13,10:51:00,10,30.43,1029.6
5196,2023-12-13 11:51:00,2023-12-13,11:51:00,11,30.44,1029.9
5197,2023-12-13 12:51:00,2023-12-13,12:51:00,12,30.45,1030.3
5198,2023-12-13 13:51:00,2023-12-13,13:51:00,13,30.48,1031.2
5199,2023-12-13 14:51:00,2023-12-13,14:51:00,14,30.49,1031.5
5200,2023-12-13 15:51:00,2023-12-13,15:51:00,15,30.48,1031.3
5201,2023-12-13 16:51:00,2023-12-13,16:51:00,16,30.46,1030.5
5202,2023-12-13 17:51:00,2023-12-13,17:51:00,17,30.44,1030.1
5203,2023-12-13 18:51:00,2023-12-13,18:51:00,18,30.44,1029.9
5204,2023-12-13 19:51:00,2023-12-13,19:51:00,19,30.44,1029.9
5205,2023-12-13 20:51:00,2023-12-13,20:51:00,20,30.46,1030.6
5206,2023-12-13 21:51:00,2023-12-13,21:51:00,21,30.49,1031.7
5207,2023-12-13 22:51:00,2023-12-13,22:51:00,22,30.51,1032.4
5208,2023-12-13 23:51:00,2023-12-13,23:51:00,23,30.53,1033.0
5209,2023-12-14 00:51:00,2023-12-14,00:51:00,0,30.54,1033.5
5210,2023-12-14 01:51:00,2023-12-14,01:51:00,1,30.56,1034.1
5211,2023-12-14 02:51:00,2023-12-14,02:51:00,2,30.57,1034.4
5212,2023-12-14 03:51:00,2023-12-14,03:51:00,3,30.59,1035.1
5213,2023-12-14 04:51:00,2023-12-14,04:51:00,4,30.6,1035.4
5214,2023-12-14 05:51:00,2023-12-14,05:51:00,5,30.6,1035.2
5215,2023-12-14 06:51:00,2023-12-14,06:51:00,6,30.61,1035.9
5216,2023-12-14 07:51:00,2023-12-14,07:51:00,7,30.62,1036.2
5217,2023-12-14 08:51:00,2023-12-14,08:51:00,8,30.62,1036.2
5218,2023-12-14 09:51:00,2023-12-14,09:51:00,9,30.64,1036.9
5219,2023-12-14 10:51:00,2023-12-14,10:51:00,10,30.67,1037.7
5220,2023-12-14 11:51:00,2023-12-14,11:51:00,11,30.68,1038.2
5221,2023-12-14 12:51:00,2023-12-14,12:51:00,12,30.71,1038.9
5222,2023-12-14 13:51:00,2023-12-14,13:51:00,13,30.71,1039.1
5223,2023-12-14 14:51:00,2023-12-14,14:51:00,14,30.7,1038.9
5224,2023-12-14 15:51:00,2023-12-14,15:51:00,15,30.7,1038.6
5225,2023-12-14 16:51:00,2023-12-14,16:51:00,16,30.67,1037.8
5226,2023-12-14 17:51:00,2023-12-14,17:51:00,17,30.63,1036.4
5227,2023-12-14 18:51:00,2023-12-14,18:51:00,18,30.6,1035.5
5228,2023-12-14 19:51:00,2023-12-14,19:51:00,19,30.59,1035.0
5229,2023-12-14 20:51:00,2023-12-14,20:51:00,20,30.58,1034.5
5230,2023-12-14 21:51:00,2023-12-14,21:51:00,21,30.57,1034.3
5231,2023-12-14 22:51:00,2023-12-14,22:51:00,22,30.57,1034.4
5232,2023-12-14 23:51:00,2023-12-14,23:51:00,23,30.57,1034.2
5233,2023-12-15 00:51:00,2023-12-15,00:51:00,0,30.55,1033.8
5234,2023-12-15 01:51:00,2023-12-15,01:51:00,1,30.53,1033.2
5235,2023-12-15 02:51:00,2023-12-15,02:51:00,2,30.51,1032.3
5236,2023-12-15 03:51:00,2023-12-15,03:51:00,3,30.49,1031.7
5237,2023-12-15 04:51:00,2023-12-15,04:51:00,4,30.47,1030.9
5238,2023-12-15 05:51:00,2023-12-15,05:51:00,5,30.45,1030.4
5239,2023-12-15 06:51:00,2023-12-15,06:51:00,6,30.45,1030.4
5240,2023-12-15 07:51:00,2023-12-15,07:51:00,7,30.44,1029.9
5241,2023-12-15 08:51:00,2023-12-15,08:51:00,8,30.42,1029.4
5242,2023-12-15 09:51:00,2023-12-15,09:51:00,9,30.41,1029.0
5243,2023-12-15 10:51:00,2023-12-15,10:51:00,10,30.41,1029.1
5244,2023-12-15 11:51:00,2023-12-15,11:51:00,11,30.41,1029.0
5245,2023-12-15 12:51:00,2023-12-15,12:51:00,12,30.41,1029.1
5246,2023-12-15 13:51:00,2023-12-15,13:51:00,13,30.42,1029.3
5247,2023-12-15 14:51:00,2023-12-15,14:51:00,14,30.41,1028.9
5248,2023-12-15 15:51:00,2023-12-15,15:51:00,15,30.38,1027.9
5249,2023-12-15 16:51:00,2023-12-15,16:51:00,16,30.34,1026.6
5250,2023-12-15 17:51:00,2023-12-15,17:51:00,17,30.31,1025.7
5251,2023-12-15 18:51:00,2023-12-15,18:51:00,18,30.3,1025.3
5252,2023-12-15 19:51:00,2023-12-15,19:51:00,19,30.3,1025.1
5253,2023-12-15 20:51:00,2023-12-15,20:51:00,20,30.3,1025.3
5254,2023-12-15 21:51:00,2023-12-15,21:51:00,21,30.32,1025.9
5255,2023-12-15 22:51:00,2023-12-15,22:51:00,22,30.33,1026.4
5256,2023-12-15 23:51:00,2023-12-15,23:51:00,23,30.35,1026.8
5257,2023-12-16 00:51:00,2023-12-16,00:51:00,0,30.35,1027.0
5258,2023-12-16 01:51:00,2023-12-16,01:51:00,1,30.35,1027.0
5259,2023-12-16 02:51:00,2023-12-16,02:51:00,2,30.36,1027.1
5260,2023-12-16 03:51:00,2023-12-16,03:51:00,3,30.36,1027.2
5261,2023-12-16 04:51:00,2023-12-16,04:51:00,4,30.36,1027.3
5262,2023-12-16 05:51:00,2023-12-16,05:51:00,5,30.37,1027.5
5263,2023-12-16 06:51:00,2023-12-16,06:51:00,6,30.38,1028.0
5264,2023-12-16 07:51:00,2023-12-16,07:51:00,7,30.4,1028.6
5265,2023-12-16 08:51:00,2023-12-16,08:51:00,8,30.4,1028.6
5266,2023-12-16 09:51:00,2023-12-16,09:51:00,9,30.41,1029.0
5267,2023-12-16 10:51:00,2023-12-16,10:51:00,10,30.43,1029.7
5268,2023-12-16 11:51:00,2023-12-16,11:51:00,11,30.45,1030.4
5269,2023-12-16 12:51:00,2023-12-16,12:51:00,12,30.46,1030.7
5270,2023-12-16 13:51:00,2023-12-16,13:51:00,13,30.49,1031.7
5271,2023-12-16 14:51:00,2023-12-16,14:51:00,14,30.52,1032.6
5272,2023-12-16 15:51:00,2023-12-16,15:51:00,15,30.51,1032.4
5273,2023-12-16 16:51:00,2023-12-16,16:51:00,16,30.49,1031.5
5274,2023-12-16 17:51:00,2023-12-16,17:51:00,17,30.49,1031.5
5275,2023-12-16 18:51:00,2023-12-16,18:51:00,18,30.49,1031.5
5276,2023-12-16 19:51:00,2023-12-16,19:51:00,19,30.48,1031.4
5277,2023-12-16 20:51:00,2023-12-16,20:51:00,20,30.5,1032.0
5278,2023-12-16 21:51:00,2023-12-16,21:51:00,21,30.51,1032.4
5279,2023-12-16 22:51:00,2023-12-16,22:51:00,22,30.51,1032.2
5280,2023-12-16 23:51:00,2023-12-16,23:51:00,23,30.52,1032.8
5281,2023-12-17 00:51:00,2023-12-17,00:51:00,0,30.54,1033.3
5282,2023-12-17 01:12:00,2023-12-17,01:12:00,1,30.54,1028.0
5283,2023-12-17 01:51:00,2023-12-17,01:51:00,1,30.54,1033.4
5284,2023-12-17 02:16:00,2023-12-17,02:16:00,2,30.54,1028.0
5285,2023-12-17 02:51:00,2023-12-17,02:51:00,2,30.53,1032.9
5286,2023-12-17 03:51:00,2023-12-17,03:51:00,3,30.52,1032.8
5287,2023-12-17 04:51:00,2023-12-17,04:51:00,4,30.51,1032.2
5288,2023-12-17 05:51:00,2023-12-17,05:51:00,5,30.48,1031.5
5289,2023-12-17 06:51:00,2023-12-17,06:51:00,6,30.49,1031.5
5290,2023-12-17 07:31:00,2023-12-17,07:31:00,7,30.47,1028.0
5291,2023-12-17 07:51:00,2023-12-17,07:51:00,7,30.46,1030.7
5292,2023-12-17 08:51:00,2023-12-17,08:51:00,8,30.44,1029.9
5293,2023-12-17 09:04:00,2023-12-17,09:04:00,9,30.43,1028.6
5294,2023-12-17 09:15:00,2023-12-17,09:15:00,9,30.43,1028.6
5295,2023-12-17 09:51:00,2023-12-17,09:51:00,9,30.42,1029.4
5296,2023-12-17 10:51:00,2023-12-17,10:51:00,10,30.4,1028.7
5297,2023-12-17 11:51:00,2023-12-17,11:51:00,11,30.4,1028.5
5298,2023-12-17 12:51:00,2023-12-17,12:51:00,12,30.38,1028.0
5299,2023-12-17 13:51:00,2023-12-17,13:51:00,13,30.34,1026.7
5300,2023-12-17 14:51:00,2023-12-17,14:51:00,14,30.33,1026.3
5301,2023-12-17 15:51:00,2023-12-17,15:51:00,15,30.29,1025.0
5302,2023-12-17 16:51:00,2023-12-17,16:51:00,16,30.24,1023.2
5303,2023-12-17 17:51:00,2023-12-17,17:51:00,17,30.18,1021.2
5304,2023-12-17 18:51:00,2023-12-17,18:51:00,18,30.14,1020.0
5305,2023-12-17 19:09:00,2023-12-17,19:09:00,19,30.13,1018.4
5306,2023-12-17 19:19:00,2023-12-17,19:19:00,19,30.12,1018.4
5307,2023-12-17 19:51:00,2023-12-17,19:51:00,19,30.1,1018.3
5308,2023-12-17 20:36:00,2023-12-17,20:36:00,20,30.08,1018.4
5309,2023-12-17 20:51:00,2023-12-17,20:51:00,20,30.07,1017.5
5310,2023-12-17 21:32:00,2023-12-17,21:32:00,21,30.04,1015.0
5311,2023-12-17 21:51:00,2023-12-17,21:51:00,21,30.03,1015.9
5312,2023-12-17 22:51:00,2023-12-17,22:51:00,22,29.99,1014.8
5313,2023-12-17 23:51:00,2023-12-17,23:51:00,23,29.96,1013.8
5314,2023-12-18 00:22:00,2023-12-18,00:22:00,0,29.94,1011.6
5315,2023-12-18 00:51:00,2023-12-18,00:51:00,0,29.93,1012.5
5316,2023-12-18 01:07:00,2023-12-18,01:07:00,1,29.91,1011.6
5317,2023-12-18 01:51:00,2023-12-18,01:51:00,1,29.87,1010.7
5318,2023-12-18 02:35:00,2023-12-18,02:35:00,2,29.82,1008.2
5319,2023-12-18 02:48:00,2023-12-18,02:48:00,2,29.81,1008.2
5320,2023-12-18 02:51:00,2023-12-18,02:51:00,2,29.8,1008.3
5321,2023-12-18 03:51:00,2023-12-18,03:51:00,3,29.75,1006.6
5322,2023-12-18 04:00:00,2023-12-18,04:00:00,4,29.73,1004.8
5323,2023-12-18 04:09:00,2023-12-18,04:09:00,4,29.72,1004.8
5324,2023-12-18 04:14:00,2023-12-18,04:14:00,4,29.71,1004.8
5325,2023-12-18 04:51:00,2023-12-18,04:51:00,4,29.66,1003.4
5326,2023-12-18 04:57:00,2023-12-18,04:57:00,4,29.65,1001.4
5327,2023-12-18 05:04:00,2023-12-18,05:04:00,5,29.64,1001.4
5328,2023-12-18 05:13:00,2023-12-18,05:13:00,5,29.62,1001.4
5329,2023-12-18 05:37:00,2023-12-18,05:37:00,5,29.58,1001.4
5330,2023-12-18 05:44:00,2023-12-18,05:44:00,5,29.57,1001.4
5331,2023-12-18 05:51:00,2023-12-18,05:51:00,5,29.56,1000.1
5332,2023-12-18 06:49:00,2023-12-18,06:49:00,6,29.46,998.1
5333,2023-12-18 06:51:00,2023-12-18,06:51:00,6,29.45,996.4
5334,2023-12-18 07:11:00,2023-12-18,07:11:00,7,29.42,994.6
5335,2023-12-18 07:21:00,2023-12-18,07:21:00,7,29.42,994.6
5336,2023-12-18 07:51:00,2023-12-18,07:51:00,7,29.37,993.5
5337,2023-12-18 08:51:00,2023-12-18,08:51:00,8,29.23,989.0
5338,2023-12-18 08:58:00,2023-12-18,08:58:00,8,29.22,
5339,2023-12-18 09:18:00,2023-12-18,09:18:00,9,29.2,
5340,2023-12-18 09:28:00,2023-12-18,09:28:00,9,29.2,
5341,2023-12-18 09:41:00,2023-12-18,09:41:00,9,29.2,
5342,2023-12-18 09:51:00,2023-12-18,09:51:00,9,29.19,987.6
5343,2023-12-18 10:04:00,2023-12-18,10:04:00,10,29.2,
5344,2023-12-18 10:11:00,2023-12-18,10:11:00,10,29.2,
5345,2023-12-18 10:19:00,2023-12-18,10:19:00,10,29.21,
5346,2023-12-18 10:31:00,2023-12-18,10:31:00,10,29.2,
5347,2023-12-18 10:51:00,2023-12-18,10:51:00,10,29.19,987.4
5348,2023-12-18 11:51:00,2023-12-18,11:51:00,11,29.15,986.2
5349,2023-12-18 12:06:00,2023-12-18,12:06:00,12,29.15,
5350,2023-12-18 12:14:00,2023-12-18,12:14:00,12,29.15,
5351,2023-12-18 12:24:00,2023-12-18,12:24:00,12,29.16,
5352,2023-12-18 12:37:00,2023-12-18,12:37:00,12,29.16,
5353,2023-12-18 12:44:00,2023-12-18,12:44:00,12,29.14,984.6
5354,2023-12-18 12:51:00,2023-12-18,12:51:00,12,29.15,986.0
5355,2023-12-18 13:31:00,2023-12-18,13:31:00,13,29.12,984.6
5356,2023-12-18 13:51:00,2023-12-18,13:51:00,13,29.1,984.6
5357,2023-12-18 14:06:00,2023-12-18,14:06:00,14,29.1,984.6
5358,2023-12-18 14:51:00,2023-12-18,14:51:00,14,29.1,984.6
5359,2023-12-18 15:13:00,2023-12-18,15:13:00,15,29.1,984.6
5360,2023-12-18 15:25:00,2023-12-18,15:25:00,15,29.09,984.6
5361,2023-12-18 15:41:00,2023-12-18,15:41:00,15,29.08,984.6
5362,2023-12-18 15:51:00,2023-12-18,15:51:00,15,29.07,983.6
5363,2023-12-18 16:04:00,2023-12-18,16:04:00,16,29.08,984.6
5364,2023-12-18 16:17:00,2023-12-18,16:17:00,16,29.07,984.6
5365,2023-12-18 16:39:00,2023-12-18,16:39:00,16,29.08,984.6
5366,2023-12-18 16:51:00,2023-12-18,16:51:00,16,29.07,983.6
5367,2023-12-18 16:58:00,2023-12-18,16:58:00,16,29.08,984.6
5368,2023-12-18 17:08:00,2023-12-18,17:08:00,17,29.09,984.6
5369,2023-12-18 17:46:00,2023-12-18,17:46:00,17,29.08,984.6
5370,2023-12-18 17:51:00,2023-12-18,17:51:00,17,29.09,984.0
5371,2023-12-18 18:14:00,2023-12-18,18:14:00,18,29.1,984.6
5372,2023-12-18 18:51:00,2023-12-18,18:51:00,18,29.13,985.4
5373,2023-12-18 19:51:00,2023-12-18,19:51:00,19,29.21,988.1
5374,2023-12-18 20:14:00,2023-12-18,20:14:00,20,29.25,
5375,2023-12-18 20:51:00,2023-12-18,20:51:00,20,29.29,991.1
5376,2023-12-18 21:51:00,2023-12-18,21:51:00,21,29.38,993.9
5377,2023-12-18 22:51:00,2023-12-18,22:51:00,22,29.45,996.4
5378,2023-12-18 23:51:00,2023-12-18,23:51:00,23,29.52,998.5
5379,2023-12-19 00:51:00,2023-12-19,00:51:00,0,29.56,1000.2
5380,2023-12-19 01:51:00,2023-12-19,01:51:00,1,29.6,1001.5
5381,2023-12-19 02:51:00,2023-12-19,02:51:00,2,29.64,1002.9
5382,2023-12-19 03:51:00,2023-12-19,03:51:00,3,29.65,1003.3
5383,2023-12-19 04:51:00,2023-12-19,04:51:00,4,29.67,1003.8
5384,2023-12-19 05:51:00,2023-12-19,05:51:00,5,29.66,1003.6
5385,2023-12-19 06:51:00,2023-12-19,06:51:00,6,29.69,1004.5
5386,2023-12-19 07:51:00,2023-12-19,07:51:00,7,29.69,1004.7
5387,2023-12-19 08:51:00,2023-12-19,08:51:00,8,29.72,1005.5
5388,2023-12-19 09:51:00,2023-12-19,09:51:00,9,29.75,1006.6
5389,2023-12-19 10:51:00,2023-12-19,10:51:00,10,29.79,1008.0
5390,2023-12-19 11:51:00,2023-12-19,11:51:00,11,29.83,1009.3
5391,2023-12-19 12:51:00,2023-12-19,12:51:00,12,29.87,1010.6
5392,2023-12-19 13:51:00,2023-12-19,13:51:00,13,29.9,1011.6
5393,2023-12-19 14:51:00,2023-12-19,14:51:00,14,29.93,1012.7
5394,2023-12-19 15:51:00,2023-12-19,15:51:00,15,29.96,1013.6
5395,2023-12-19 16:51:00,2023-12-19,16:51:00,16,29.98,1014.2
5396,2023-12-19 17:51:00,2023-12-19,17:51:00,17,30.01,1015.3
5397,2023-12-19 18:51:00,2023-12-19,18:51:00,18,30.03,1016.1
5398,2023-12-19 19:51:00,2023-12-19,19:51:00,19,30.07,1017.3
5399,2023-12-19 20:51:00,2023-12-19,20:51:00,20,30.1,1018.6
5400,2023-12-19 21:51:00,2023-12-19,21:51:00,21,30.14,1019.8
5401,2023-12-19 22:51:00,2023-12-19,22:51:00,22,30.19,1021.6
5402,2023-12-19 23:51:00,2023-12-19,23:51:00,23,30.24,1023.1
5403,2023-12-20 00:51:00,2023-12-20,00:51:00,0,30.28,1024.6
5404,2023-12-20 01:51:00,2023-12-20,01:51:00,1,30.3,1025.2
5405,2023-12-20 02:51:00,2023-12-20,02:51:00,2,30.31,1025.6
5406,2023-12-20 03:51:00,2023-12-20,03:51:00,3,30.32,1026.1
5407,2023-12-20 04:51:00,2023-12-20,04:51:00,4,30.32,1025.9
5408,2023-12-20 05:51:00,2023-12-20,05:51:00,5,30.31,1025.8
5409,2023-12-20 06:51:00,2023-12-20,06:51:00,6,30.31,1025.8
5410,2023-12-20 07:51:00,2023-12-20,07:51:00,7,30.32,1026.1
5411,2023-12-20 08:51:00,2023-12-20,08:51:00,8,30.32,1026.1
5412,2023-12-20 09:51:00,2023-12-20,09:51:00,9,30.34,1026.6
5413,2023-12-20 10:51:00,2023-12-20,10:51:00,10,30.36,1027.2
5414,2023-12-20 11:51:00,2023-12-20,11:51:00,11,30.37,1027.8
5415,2023-12-20 12:51:00,2023-12-20,12:51:00,12,30.39,1028.3
5416,2023-12-20 13:51:00,2023-12-20,13:51:00,13,30.4,1028.7
5417,2023-12-20 14:51:00,2023-12-20,14:51:00,14,30.41,1029.1
5418,2023-12-20 15:51:00,2023-12-20,15:51:00,15,30.39,1028.5
5419,2023-12-20 16:51:00,2023-12-20,16:51:00,16,30.37,1027.5
5420,2023-12-20 17:51:00,2023-12-20,17:51:00,17,30.35,1027.0
5421,2023-12-20 18:51:00,2023-12-20,18:51:00,18,30.35,1026.8
5422,2023-12-20 19:51:00,2023-12-20,19:51:00,19,30.34,1026.7
5423,2023-12-20 20:51:00,2023-12-20,20:51:00,20,30.36,1027.1
5424,2023-12-20 21:51:00,2023-12-20,21:51:00,21,30.36,1027.4
5425,2023-12-20 22:51:00,2023-12-20,22:51:00,22,30.38,1027.9
5426,2023-12-20 23:51:00,2023-12-20,23:51:00,23,30.38,1028.0
5427,2023-12-21 00:51:00,2023-12-21,00:51:00,0,30.38,1028.1
5428,2023-12-21 01:51:00,2023-12-21,01:51:00,1,30.38,1028.1
5429,2023-12-21 02:51:00,2023-12-21,02:51:00,2,30.38,1028.2
5430,2023-12-21 03:51:00,2023-12-21,03:51:00,3,30.38,1028.0
5431,2023-12-21 04:51:00,2023-12-21,04:51:00,4,30.37,1027.6
5432,2023-12-21 05:51:00,2023-12-21,05:51:00,5,30.36,1027.4
5433,2023-12-21 06:51:00,2023-12-21,06:51:00,6,30.37,1027.5
5434,2023-12-21 07:51:00,2023-12-21,07:51:00,7,30.38,1028.0
5435,2023-12-21 08:51:00,2023-12-21,08:51:00,8,30.38,1028.1
5436,2023-12-21 09:51:00,2023-12-21,09:51:00,9,30.39,1028.3
5437,2023-12-21 10:51:00,2023-12-21,10:51:00,10,30.41,1029.0
5438,2023-12-21 11:51:00,2023-12-21,11:51:00,11,30.43,1029.7
5439,2023-12-21 12:51:00,2023-12-21,12:51:00,12,30.45,1030.3
